Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-09-21,0.0110527846937615,0.0110527846937615,0.0107897771522402,0.0107897771522402,4300800,0.0,0.0
1972-09-22,0.0107455775395084,0.0107455775395084,0.0103947212919592,0.0103947212919592,2611200,0.0,0.0
1972-09-25,0.0103510711433904,0.0103510711433904,0.0100875245407223,0.0100875245407223,2918400,0.0,0.0
1972-09-26,0.0100875251248815,0.0100875251248815,0.0100002153317104,0.0100438697263598,2150400,0.0,0.0
1972-09-27,0.0099560232762641,0.0099560232762641,0.0098245199769735,0.0098245199769735,1996800,0.0,0.0
1972-09-28,0.0100002147526073,0.0101753734082783,0.0100002147526073,0.0100875245407223,4300800,0.0,0.0
1972-09-29,0.0101753693448244,0.0102195627987384,0.0101753693448244,0.0102195627987384,768000,0.0,0.0
1972-10-02,0.0103068693212158,0.0107019199058413,0.0103068693212158,0.0107019199058413,4915200,0.0,0.0
1972-10-03,0.010789779759646,0.010877089574933,0.010789779759646,0.010877089574933,1536000,0.0,0.0
1972-10-04,0.0109212797361273,0.0111842872611538,0.0109212797361273,0.0110964383929967,4608000,0.0,0.0
1972-10-05,0.0110306874545071,0.0110306874545071,0.0107897771522402,0.0107897771522402,4147200,0.0,0.0
1972-10-06,0.0107455799831279,0.0107455799831279,0.0103510692715644,0.0103510692715644,29337600,0.0,0.0
1972-10-09,0.0104383863026069,0.0105262352153658,0.0104383863026069,0.0105262352153658,3840000,0.0,0.0
1972-10-10,0.0105262352153658,0.0105262352153658,0.0105262352153658,0.0105262352153658,0,0.0,0.0
1972-10-11,0.0105262320591576,0.0105704255402088,0.0104383831727395,0.0105704255402088,1382400,0.0,0.0
1972-10-12,0.0105262330163724,0.0105262330163724,0.0104825776070356,0.0104825776070356,1075200,0.0,0.0
1972-10-13,0.0104825776070356,0.0104825776070356,0.0104825776070356,0.0104825776070356,153600,0.0,0.0
1972-10-16,0.0104383767630216,0.0104383767630216,0.0102195627987384,0.0102195627987384,1996800,0.0,0.0
1972-10-17,0.0102195627077951,0.010438376670131,0.0101317138761026,0.0103947212919592,7372800,0.0,0.0
1972-10-18,0.0104825723217007,0.0112279403512641,0.0104825723217007,0.0111406305804848,23347200,0.0,0.0
1972-10-19,0.011140637503524,0.0112279473285595,0.011140637503524,0.0111842919141054,31795200,0.0,0.0
1972-10-20,0.0110964383929967,0.0110964383929967,0.0110964383929967,0.0110964383929967,153600,0.0,0.0
1972-10-23,0.0110964342293839,0.0110964342293839,0.0110527798533439,0.0110527798533439,1382400,0.0,0.0
1972-10-24,0.0110964383929967,0.0110964383929967,0.0110964383929967,0.0110964383929967,307200,0.0,0.0
1972-10-25,0.0110085928755359,0.0110085928755359,0.010877089574933,0.010877089574933,3686400,0.0,0.0
1972-10-26,0.0109649347141385,0.0109649347141385,0.0109649347141385,0.0109649347141385,153600,0.0,0.0
1972-10-27,0.0110085969790816,0.0110085969790816,0.0110085969790816,0.0110085969790816,614400,0.0,0.0
1972-10-30,0.0110085891048932,0.0110527835789443,0.0109212793195114,0.0109649347141385,3993600,0.0,0.0
1972-10-31,0.0110085898576233,0.0113157918676733,0.0110085898576233,0.0113157918676733,2150400,0.0,0.0
1972-11-01,0.0114472886427122,0.0118423392996191,0.0114472886427122,0.0118423392996191,6758400,0.0,0.0
1972-11-02,0.0119296573102474,0.0120616996709276,0.0119296573102474,0.0119296573102474,2150400,0.0,0.0
1972-11-03,0.0118859987705945,0.0118859987705945,0.0118423443828644,0.0118859987705945,4300800,0.0,0.0
1972-11-06,0.0118859987705945,0.0118859987705945,0.0118859987705945,0.0118859987705945,460800,0.0,0.0
1972-11-08,0.0119296591419981,0.0120617015229529,0.0119296591419981,0.0120175080373883,2150400,0.0,0.0
1972-11-09,0.0120175080373883,0.0120175080373883,0.0119296591419981,0.0120175080373883,2457600,0.0,0.0
1972-11-10,0.0120175080373883,0.0120175080373883,0.0120175080373883,0.0120175080373883,0,0.0,0.0
1972-11-13,0.011973850429058,0.011973850429058,0.0118860015497977,0.011973850429058,1228800,0.0,0.0
1972-11-14,0.0119296490414746,0.0119296490414746,0.0118423392996191,0.0118423392996191,460800,0.0,0.0
1972-11-15,0.0118423462466887,0.0118860006412895,0.0117544973741431,0.0117981517687439,1689600,0.0,0.0
1972-11-16,0.0117981448476002,0.0118423392996191,0.0117544904786083,0.0118423392996191,1843200,0.0,0.0
1972-11-17,0.0118423462466887,0.0119296560397627,0.0117981517687439,0.0117981517687439,4147200,0.0,0.0
1972-11-20,0.0117981466735165,0.0118423411323751,0.0117544922977685,0.0117544922977685,460800,0.0,0.0
1972-11-21,0.0117545004308296,0.0120175080373883,0.0116666515354395,0.0120175080373883,1689600,0.0,0.0
1972-11-22,0.0120175080373883,0.0121490113387313,0.0120175080373883,0.0120175080373883,1382400,0.0,0.0
1972-11-24,0.012017505830868,0.0120616993083183,0.011973850429058,0.011973850429058,1075200,0.0,0.0
1972-11-27,0.0119738469365384,0.0122805098071694,0.0119296534719784,0.0122805098071694,18739200,0.0,0.0
1972-11-28,0.0121932039559513,0.0121932039559513,0.0119296573102474,0.0119296573102474,10444800,0.0,0.0
1972-11-29,0.0118423411707728,0.0118423411707728,0.0114036360755562,0.0114036360755562,10752000,0.0,0.0
1972-11-30,0.0113157918676733,0.0113157918676733,0.0112721364700613,0.0113157918676733,614400,0.0,0.0
1972-12-01,0.0113594526932726,0.0114914961159229,0.0113594526932726,0.0114914961159229,4454400,0.0,0.0
1972-12-04,0.0115788008621712,0.0119296573102474,0.0115788008621712,0.0119296573102474,2918400,0.0,0.0
1972-12-05,0.0121053531765937,0.0121053531765937,0.0121053531765937,0.0121053531765937,3993600,0.0,0.0
1972-12-06,0.0121053531765937,0.0121053531765937,0.0120616977803141,0.0121053531765937,1228800,0.0,0.0
1972-12-07,0.0121053569327784,0.0121053569327784,0.0120175080373883,0.0120175080373883,1996800,0.0,0.0
1972-12-08,0.0120174978624855,0.0120174978624855,0.0118423392996191,0.0118423392996191,29337600,0.0,0.0
1972-12-11,0.0119296569516077,0.011973850429058,0.0119296569516077,0.011973850429058,1075200,0.0,0.0
1972-12-12,0.011885993668611,0.011885993668611,0.0118423392996191,0.0118423392996191,614400,0.0,0.0
1972-12-13,0.011886001907125,0.0119296573102474,0.011886001907125,0.0119296573102474,307200,0.0,0.0
1972-12-14,0.011973850429058,0.012017505830868,0.011973850429058,0.011973850429058,4915200,0.0,0.0
1972-12-15,0.012017500248696,0.0121053490871502,0.012017500248696,0.0120616937056183,4608000,0.0,0.0
1972-12-18,0.0120617015229529,0.0120617015229529,0.0119738526275628,0.0120175080373883,4608000,0.0,0.0
1972-12-19,0.012017500248696,0.0120616937056183,0.0119738448671641,0.0120616937056183,460800,0.0,0.0
1972-12-20,0.0120616977803141,0.0121053531765937,0.0113157915223,0.0121053531765937,614400,0.0,0.0
1972-12-21,0.0120617015229529,0.0120617015229529,0.0119738526275628,0.0120175080373883,27187200,0.0,0.0
1972-12-22,0.0120175043084623,0.0121053531765937,0.0119738489121827,0.0121053531765937,3686400,0.0,0.0
1972-12-26,0.01210535507405,0.0122368583552012,0.0119296573102474,0.0119296573102474,1843200,0.0,0.0
1972-12-27,0.0119296591419981,0.0120175080373883,0.0118423493262198,0.0120175080373883,2304000,0.0,0.0
1972-12-29,0.0120175043084623,0.0121053531765937,0.0119296554403309,0.0121053531765937,921600,0.0,0.0
1973-01-02,0.0121490089222788,0.0122368578001957,0.0121490089222788,0.0121490089222788,1382400,0.0,0.0
1973-01-03,0.0121053531765937,0.0121053531765937,0.0120616977803141,0.0121053531765937,2304000,0.0,0.0
1973-01-04,0.0121053490871502,0.0122368523032644,0.0120616937056183,0.0120616937056183,5222400,0.0,0.0
1973-01-05,0.0120617015229529,0.0120617015229529,0.0119738526275628,0.0120175080373883,4761600,0.0,0.0
1973-01-08,0.012017505830868,0.012017505830868,0.0119296569516077,0.011973850429058,1996800,0.0,0.0
1973-01-09,0.0119296508877429,0.0119296508877429,0.011666643463162,0.0117544922977685,10752000,0.0,0.0
1973-01-10,0.0117544918298056,0.0117544918298056,0.0114472899585962,0.0114472899585962,3840000,0.0,0.0
1973-01-11,0.0115787970290828,0.0117544947347217,0.0115787970290828,0.0117108393460512,3993600,0.0,0.0
1973-01-12,0.0117108387578471,0.0118423429927321,0.0116666452959179,0.0116666452959179,5836800,0.0,0.0
1973-01-15,0.0115788016798779,0.0115788016798779,0.0115351462736725,0.0115351462736725,1075200,0.0,0.0
1973-01-16,0.0115351392489355,0.0117544922977685,0.0114914848731876,0.0117544922977685,10444800,0.0,0.0
1973-01-17,0.0117544973741431,0.0118860006412895,0.0117108419756699,0.0117981517687439,1996800,0.0,0.0
1973-01-18,0.0117981517687439,0.0117981517687439,0.0117981517687439,0.0117981517687439,0,0.0,0.0
1973-01-19,0.0117108443932341,0.0117108443932341,0.0115788020193576,0.0115788020193576,1843200,0.0,0.0
1973-01-22,0.0115351387897054,0.0115351387897054,0.0114472899585962,0.0114472899585962,921600,0.0,0.0
1973-01-23,0.0114472904909189,0.0114914849500733,0.0110527798533439,0.0110527798533439,4608000,0.0,0.0
1973-01-24,0.0111406295154547,0.0113594424988825,0.0111406295154547,0.0112279392778873,4761600,0.0,0.0
1973-01-26,0.0111406305804848,0.0111406305804848,0.0109649328802584,0.0111406305804848,3379200,0.0,0.0
1973-01-29,0.0110527851343836,0.0110527851343836,0.010745583102107,0.010745583102107,2918400,0.0,0.0
1973-01-30,0.0106577353470702,0.0106577353470702,0.0105262320591576,0.0105704255402088,3840000,0.0,0.0
1973-01-31,0.0105262255018235,0.0105262255018235,0.0103947212919592,0.0103947212919592,1536000,0.0,0.0
1973-02-01,0.0104825705514054,0.0107455779779944,0.0104825705514054,0.0106140747666358,9369600,0.0,0.0
1973-02-02,0.0106140747666358,0.0107455779779944,0.0105704193866827,0.0106140747666358,7680000,0.0,0.0
1973-02-05,0.0106140747666358,0.0106140747666358,0.0106140747666358,0.0106140747666358,307200,0.0,0.0
1973-02-06,0.0106140809455758,0.0106577353470702,0.0105704255402088,0.0105704255402088,3532800,0.0,0.0
1973-02-07,0.0106140711009039,0.0107019199058413,0.0106140711009039,0.0107019199058413,9984000,0.0,0.0
1973-02-08,0.0107019330408837,0.0107019330408837,0.0105262352153658,0.0105262352153658,2611200,0.0,0.0
1973-02-09,0.0105262352153658,0.0105262352153658,0.0104383863026069,0.0105262352153658,3072000,0.0,0.0
1973-02-12,0.0105262330749589,0.010877089574933,0.0105262330749589,0.010877089574933,6758400,0.0,0.0
1973-02-13,0.010877089574933,0.0109212830602489,0.0108334341653532,0.010877089574933,2457600,0.0,0.0
1973-02-14,0.010877089574933,0.010877089574933,0.010789779759646,0.010877089574933,3072000,0.0,0.0
1973-02-15,0.0109649310181496,0.0110527798533439,0.0109649310181496,0.0110527798533439,2918400,0.0,0.0
1973-02-16,0.0112279429968607,0.011403640738486,0.0112279429968607,0.0113157918676733,3993600,0.0,0.0
1973-02-20,0.0114036471953691,0.0114914961159229,0.0114036471953691,0.0114914961159229,17510400,0.0,0.0
1973-02-21,0.0114914844156954,0.0114914844156954,0.0114472899585962,0.0114472899585962,3993600,0.0,0.0
1973-02-22,0.011447292434944,0.011447292434944,0.0111406305804848,0.0111406305804848,40857600,0.0,0.0
1973-02-23,0.011140637503524,0.0112279473285595,0.0110964430094009,0.0111842919141054,6451200,0.0,0.0
1973-02-26,0.0111406328687338,0.0111406328687338,0.0110964383929967,0.0110964383929967,2457600,0.0,0.0
1973-02-27,0.0110964459067237,0.0110964459067237,0.0110085969790816,0.0110085969790816,4300800,0.0,0.0
1973-02-28,0.010877089574933,0.010877089574933,0.0108334341653532,0.010877089574933,7680000,0.0,0.0
1973-03-01,0.0107897771522402,0.0107897771522402,0.0107897771522402,0.0107897771522402,307200,0.0,0.0
1973-03-02,0.0107455742668458,0.0107455742668458,0.0106577254619085,0.0107019199058413,7833600,0.0,0.0
1973-03-05,0.0107019311806925,0.0107019311806925,0.0104383844882249,0.0104383844882249,25036800,0.0,0.0
1973-03-06,0.0104383844738577,0.0104825779604175,0.0099123692488959,0.0099560236558318,17971200,0.0,0.0
1973-03-07,0.0098245196657906,0.0098245196657906,0.0092106555863074,0.0096930153667926,15360000,0.0,0.0
1973-03-08,0.0099123686038209,0.0104383837945507,0.0099123686038209,0.0101753761991858,9830400,0.0,0.0
1973-03-09,0.0101753739975248,0.0101753739975248,0.0099123664590672,0.0100438697263598,7680000,0.0,0.0
1973-03-12,0.0100875245407223,0.0101753734082783,0.0100875245407223,0.0100875245407223,1689600,0.0,0.0
1973-03-13,0.0100002155165049,0.0100002155165049,0.0097808623686432,0.0097808623686432,4454400,0.0,0.0
1973-03-14,0.0097808608665012,0.0100875237620502,0.0097808608665012,0.0100002139806747,5376000,0.0,0.0
1973-03-15,0.0100002177650116,0.0102195699583213,0.0098245199769735,0.0098245199769735,2150400,0.0,0.0
1973-03-16,0.0097366655245423,0.0097366655245423,0.0095178515318786,0.0097366655245423,3379200,0.0,0.0
1973-03-19,0.0096493573987056,0.0096493573987056,0.0095178531482815,0.0095178531482815,1536000,0.0,0.0
1973-03-20,0.0094736630303294,0.0094736630303294,0.0092985043302178,0.0092985043302178,460800,0.0,0.0
1973-03-21,0.009298504381892,0.009298504381892,0.0091228066012263,0.0091228066012263,6604800,0.0,0.0
1973-03-22,0.0088597981835488,0.0088597981835488,0.0075878761708736,0.0075878761708736,12902400,0.0,0.0
1973-03-23,0.0075878802964172,0.007719384151361,0.0075436862915536,0.0076757292263209,16588800,0.0,0.0
1973-03-26,0.0076757254120464,0.00776303521874,0.0076757254120464,0.0077193803153932,4147200,0.0,0.0
1973-03-27,0.0077193770321786,0.0080265784636139,0.0076757221473992,0.0080265784636139,14592000,0.0,0.0
1973-03-28,0.0079823881634838,0.0079823881634838,0.0078945392742753,0.0078945392742753,2611200,0.0,0.0
1973-03-29,0.0079387314617633,0.0079387314617633,0.0079387314617633,0.0079387314617633,153600,0.0,0.0
1973-03-30,0.0079823900014162,0.008026583995983,0.0079823900014162,0.0079823900014162,4147200,0.0,0.0
1973-04-02,0.0079823844995081,0.0080265784636139,0.0078945356506228,0.0080265784636139,4608000,0.0,0.0
1973-04-03,0.0080265784636139,0.0080265784636139,0.0080265784636139,0.0080265784636139,460800,0.0,0.0
1973-04-04,0.0080265784636139,0.0080265784636139,0.0079387296147287,0.0080265784636139,1536000,0.0,0.0
1973-04-05,0.0078508802950019,0.0078508802950019,0.0076315277256071,0.0076315277256071,4300800,0.0,0.0
1973-04-06,0.0076315277256071,0.0076315277256071,0.0076315277256071,0.0076315277256071,460800,0.0,0.0
1973-04-09,0.0076315277256071,0.0076315277256071,0.0076315277256071,0.0076315277256071,153600,0.0,0.0
1973-04-10,0.0076315352214573,0.007719384151361,0.0076315352214573,0.0076757292263209,3993600,0.0,0.0
1973-04-11,0.0076757216870625,0.0077193765692238,0.0075878728434458,0.0076315277256071,1382400,0.0,0.0
1973-04-12,0.0076315277256071,0.0076315277256071,0.0076315277256071,0.0076315277256071,460800,0.0,0.0
1973-04-13,0.0076315277256071,0.0076315277256071,0.0075878728434458,0.0076315277256071,921600,0.0,0.0
1973-04-16,0.0075436840812723,0.0075436840812723,0.0074563742567737,0.007500029169023,2764800,0.0,0.0
1973-04-17,0.007500029169023,0.007500029169023,0.007500029169023,0.007500029169023,0,0.0,0.0
1973-04-18,0.007456375285983,0.007456375285983,0.007412181287968,0.007456375285983,2304000,0.0,0.0
1973-04-19,0.0074563764414734,0.0076757292263209,0.0074563764414734,0.0076757292263209,2150400,0.0,0.0
1973-04-23,0.0077193805754319,0.0078945392742753,0.0077193805754319,0.0078945392742753,8601600,0.0,0.0
1973-04-24,0.0080265829308008,0.0081138927489519,0.0080265829308008,0.0081138927489519,2150400,0.0,0.0
1973-04-25,0.0081138927489519,0.0081580867376538,0.0081138927489519,0.0081138927489519,4300800,0.0,0.0
1973-04-26,0.008113888162375,0.008113888162375,0.0080702332779765,0.0080702332779765,8601600,0.0,0.0
1973-04-27,0.0080702370526924,0.0081138919575098,0.0078945392742753,0.0078945392742753,3379200,0.0,0.0
1973-04-30,0.0078508863225579,0.0078508863225579,0.0078508863225579,0.0078508863225579,1536000,0.0,0.0
1973-05-01,0.0078072333708405,0.0078072333708405,0.0078072333708405,0.0078072333708405,768000,0.0,0.0
1973-05-02,0.0077630295418202,0.0077630295418202,0.0077630295418202,0.0077630295418202,153600,0.0,0.0
1973-05-03,0.0077630295418202,0.0077630295418202,0.0077193746703972,0.0077630295418202,614400,0.0,0.0
1973-05-04,0.0078508843694579,0.0078945392742753,0.0078508843694579,0.0078945392742753,3532800,0.0,0.0
1973-05-07,0.0078072333708405,0.0078072333708405,0.0078072333708405,0.0078072333708405,153600,0.0,0.0
1973-05-08,0.0078072333708405,0.0078072333708405,0.0078072333708405,0.0078072333708405,0,0.0,0.0
1973-05-09,0.0078508843694579,0.0079387332586665,0.0078508843694579,0.0078945392742753,1382400,0.0,0.0
1973-05-10,0.0078945392742753,0.0078945392742753,0.0078945392742753,0.0078945392742753,1228800,0.0,0.0
1973-05-11,0.0078072333708405,0.0078072333708405,0.0078072333708405,0.0078072333708405,307200,0.0,0.0
1973-05-14,0.0076757269773514,0.0076757269773514,0.0074563742567737,0.007500029169023,9216000,0.0,0.0
1973-05-15,0.007456375285983,0.007456375285983,0.007456375285983,0.007456375285983,2304000,0.0,0.0
1973-05-16,0.007456375285983,0.007456375285983,0.007456375285983,0.007456375285983,0,0.0,0.0
1973-05-17,0.0075436765328049,0.0075878704804978,0.0075436765328049,0.0075436765328049,5529600,0.0,0.0
1973-05-18,0.0075878761708736,0.0075878761708736,0.0075878761708736,0.0075878761708736,614400,0.0,0.0
1973-05-21,0.0075436840812723,0.0075436840812723,0.007500029169023,0.007500029169023,3686400,0.0,0.0
1973-05-22,0.007500029169023,0.0075436840812723,0.0073685253526095,0.007500029169023,5990400,0.0,0.0
1973-05-23,0.0074121775927083,0.0074121775927083,0.007368522696197,0.007368522696197,1536000,0.0,0.0
1973-05-24,0.0073685255319716,0.0074121804452835,0.007237021712357,0.007280676625669,5376000,0.0,0.0
1973-05-25,0.0073685179794119,0.0075436765328049,0.0073685179794119,0.0075436765328049,10905600,0.0,0.0
1973-05-29,0.0076315299588542,0.0079387314617633,0.0076315299588542,0.0079387314617633,1843200,0.0,0.0
1973-05-30,0.0078508841049892,0.0078508841049892,0.0077193803153932,0.0077193803153932,460800,0.0,0.0
1973-05-31,0.0077193803153932,0.0077193803153932,0.0076315314291439,0.0077193803153932,614400,0.0,0.0
1973-06-01,0.0077193803153932,0.0077193803153932,0.0077193803153932,0.0077193803153932,0,0.0,0.0
1973-06-04,0.0077193803153932,0.0077193803153932,0.0077193803153932,0.0077193803153932,0,0.0,0.0
1973-06-05,0.0076315277256071,0.0076315277256071,0.0076315277256071,0.0076315277256071,153600,0.0,0.0
1973-06-06,0.0075436750567705,0.0075436750567705,0.006710459163151,0.0070176604203879,11827200,0.0,0.0
1973-06-07,0.007017659839984,0.007017659839984,0.006929811048179,0.0069734659045934,4454400,0.0,0.0
1973-06-08,0.0069734659045934,0.0069734659045934,0.0069734659045934,0.0069734659045934,153600,0.0,0.0
1973-06-11,0.0069734716485486,0.0069734716485486,0.0068861618638038,0.0068861618638038,307200,0.0,0.0
1973-06-12,0.0068419713620471,0.0068419713620471,0.006578963715583,0.006578963715583,3686400,0.0,0.0
1973-06-13,0.0064911112387757,0.0064911112387757,0.0061402549035847,0.0061402549035847,149913600,0.0,0.0
1973-06-14,0.0060524074299232,0.0060524074299232,0.0052633848053595,0.0053948885761201,7372800,0.0,0.0
1973-06-15,0.0053948886703186,0.0054385435681749,0.0052633848972618,0.0052633848972618,4300800,0.0,0.0
1973-06-18,0.0053070373833179,0.0053070373833179,0.0053070373833179,0.0053070373833179,3379200,0.0,0.0
1973-06-19,0.0053070428487488,0.0054827407002449,0.0052633879257738,0.0054827407002449,2764800,0.0,0.0
1973-06-20,0.0055700502494798,0.0061402596167701,0.0055700502494798,0.0060524106957018,4761600,0.0,0.0
1973-06-21,0.006052406049948,0.0061402549035847,0.0059650962756669,0.0061402549035847,4300800,0.0,0.0
1973-06-22,0.0061402578219734,0.0062281067173636,0.0060087540186941,0.0060087540186941,1843200,0.0,0.0
1973-06-25,0.0059650987910406,0.0059650987910406,0.0057894010096788,0.0057894010096788,768000,0.0,0.0
1973-06-26,0.0057015495871149,0.0057015495871149,0.0051755346357822,0.0051755346357822,51916800,0.0,0.0
1973-06-27,0.0051755336700234,0.0053070373833179,0.0051755336700234,0.0053070373833179,5222400,0.0,0.0
1973-06-28,0.0053070397951181,0.0054385435681749,0.0052633848972618,0.0052633848972618,2304000,0.0,0.0
1973-06-29,0.0052633825053007,0.0053070373833179,0.0052633825053007,0.0053070373833179,3532800,0.0,0.0
1973-07-02,0.0053070428487488,0.0054827407002449,0.0053070428487488,0.0054827407002449,3993600,0.0,0.0
1973-07-03,0.005570047063024,0.0056578959338366,0.005570047063024,0.0056578959338366,1843200,0.0,0.0
1973-07-05,0.0056578959338366,0.0056578959338366,0.0056578959338366,0.0056578959338366,0,0.0,0.0
1973-07-06,0.0056578959338366,0.0056578959338366,0.005570047063024,0.0056578959338366,1536000,0.0,0.0
1973-07-09,0.0056578994719429,0.0056578994719429,0.0054827407002449,0.0054827407002449,2764800,0.0,0.0
1973-07-10,0.0054385447874665,0.0054385447874665,0.005394889879823,0.0054385447874665,460800,0.0,0.0
1973-07-11,0.0053948885019518,0.0053948885019518,0.005307039629493,0.0053506945259869,1228800,0.0,0.0
1973-07-12,0.0052633848972618,0.0052633848972618,0.0051755360220613,0.0052633848972618,5836800,0.0,0.0
1973-07-13,0.0052633848972618,0.0052633848972618,0.0052633848972618,0.0052633848972618,2918400,0.0,0.0
1973-07-16,0.0053506922204836,0.0058772461488842,0.0053506922204836,0.0058772461488842,2611200,0.0,0.0
1973-07-17,0.0059209029050812,0.0059650968760252,0.0059209029050812,0.0059650968760252,921600,0.0,0.0
1973-07-18,0.0060087525470159,0.0063159535638988,0.0060087525470159,0.0063159535638988,2611200,0.0,0.0
1973-07-19,0.0064038018043237,0.0066668093204498,0.0064038018043237,0.0066668093204498,1228800,0.0,0.0
1973-07-20,0.0067983169353937,0.0071055185981094,0.0067983169353937,0.0071055185981094,4300800,0.0,0.0
1973-07-23,0.0071055177197824,0.007500029169023,0.0070613237278675,0.007500029169023,4915200,0.0,0.0
1973-07-24,0.0075436783528337,0.0087282894583928,0.0075436783528337,0.0084210885688662,8448000,0.0,0.0
1973-07-25,0.0084647473241527,0.0090349558740854,0.0084647473241527,0.0090349558740854,8140800,0.0,0.0
1973-07-26,0.0090349541319986,0.0092543062292151,0.0086840977892279,0.0086840977892279,4761600,0.0,0.0
1973-07-27,0.0085525999535836,0.0085525999535836,0.0077630374114947,0.0078508863225579,5836800,0.0,0.0
1973-07-30,0.0079387340928028,0.0081580867990851,0.0079387340928028,0.0081580867990851,768000,0.0,0.0
1973-07-31,0.0081580811357589,0.0084210885688662,0.0081580811357589,0.0084210885688662,3686400,0.0,0.0
1973-08-01,0.0084210954688964,0.0084210954688964,0.0079823900014162,0.0079823900014162,3686400,0.0,0.0
1973-08-02,0.0078508863225579,0.0078508863225579,0.0077193824958171,0.0078508863225579,3379200,0.0,0.0
1973-08-03,0.0077630295418202,0.0077630295418202,0.0077630295418202,0.0077630295418202,1689600,0.0,0.0
1973-08-06,0.00776303521874,0.0078508841049892,0.0077193803153932,0.0077193803153932,1996800,0.0,0.0
1973-08-07,0.0077193765692238,0.0077193765692238,0.0075436788819904,0.0076315277256071,1228800,0.0,0.0
1973-08-08,0.007543684264898,0.007543684264898,0.007280676625669,0.007280676625669,1689600,0.0,0.0
1973-08-09,0.007280673823703,0.007456371568691,0.007280673823703,0.007368522696197,1843200,0.0,0.0
1973-08-10,0.0074563723874286,0.0076315310721784,0.0074563723874286,0.0075878761708736,3993600,0.0,0.0
1973-08-13,0.0075878761708736,0.0075878761708736,0.0075878761708736,0.0075878761708736,0,0.0,0.0
1973-08-14,0.0075000293515861,0.0075000293515861,0.007280676625669,0.007280676625669,2764800,0.0,0.0
1973-08-15,0.007280676625669,0.007280676625669,0.007280676625669,0.007280676625669,0,0.0,0.0
1973-08-16,0.007368522696197,0.007368522696197,0.007368522696197,0.007368522696197,1382400,0.0,0.0
1973-08-17,0.0074563667956715,0.0076315253490645,0.0074563667956715,0.0075436765328049,1996800,0.0,0.0
1973-08-20,0.0074563735161664,0.0074563735161664,0.0071928268298506,0.0071928268298506,1536000,0.0,0.0
1973-08-21,0.0070613146963984,0.0070613146963984,0.0068419622563739,0.0069734659045934,6144000,0.0,0.0
1973-08-22,0.0069734659045934,0.0069734659045934,0.006929811048179,0.0069734659045934,1075200,0.0,0.0
1973-08-23,0.0070176604203879,0.0070176604203879,0.0070176604203879,0.0070176604203879,1228800,0.0,0.0
1973-08-24,0.007192824951209,0.0075000264652023,0.007192824951209,0.007368522696197,7372800,0.0,0.0
1973-08-27,0.0074563742567737,0.007500029169023,0.0074563742567737,0.007500029169023,307200,0.0,0.0
1973-08-28,0.0075436765328049,0.0075878704804978,0.0075436765328049,0.0075436765328049,1536000,0.0,0.0
1973-08-29,0.0075436765328049,0.0076315253490645,0.0075436765328049,0.0075436765328049,2150400,0.0,0.0
1973-08-30,0.0075000297270947,0.0075000297270947,0.0073243319056928,0.0073243319056928,1075200,0.0,0.0
1973-08-31,0.007324330019466,0.0074121789075434,0.007324330019466,0.0074121789075434,1536000,0.0,0.0
1973-09-04,0.0075000239998291,0.0076315277256071,0.0075000239998291,0.0076315277256071,1228800,0.0,0.0
1973-09-05,0.0076315277256071,0.0076315277256071,0.0076315277256071,0.0076315277256071,0,0.0,0.0
